doc_id	OID	GID	oriSent	genSent	repToken	oriConsistent	pairConsistent	goldCoref	goldCorefText	oriCoref	oriCorefText	newCoref	newCorefText	pairPrecision	pairRecall	oriDepth	newDepth	depthConsistent	keepTest	isBuggy
mz/sinorama/10/ectb_1059	68	9	"Just before Christmas break, the rural township of Linpien, on the Pingtung Plain at the mouth of the Linpien river, held its first ever Wax Apple Festival."	"Just before Noel break, the rural township of Linpien, on the Pingtung Plain at the mouth of the Linpien river, held its first ever Wax Apple Festival."	Christmas -> Noel	TRUE	TRUE	"[[[5, 21], [24, 24]]]"	"[['the rural township of Linpien , on the Pingtung Plain at the mouth of the Linpien river', 'its']]"	"[[[5, 21], [24, 24]]]"	"[['the rural township of Linpien, on the Pingtung Plain at the mouth of the Linpien river', 'its']]"	"[[[5, 21], [24, 24]]]"	"[['the rural township of Linpien, on the Pingtung Plain at the mouth of the Linpien river', 'its']]"	100	100	"{4, 6}"	"{4, 6}"	TRUE	TRUE	FALSE
nw/xinhua/01/chtb_0139	184	49	"Especially deserving to be pointed out is that, after the first monthly deficit in July last year, the rest of the year saw successive monthly deficits with the amounts of deficit almost doubling, roaring from 20 million US dollars in July to 722 million US dollars in December, reducing the 1997 annual accumulative trade surplus amount to a trivial number."	"Especially deserving to be pointed out is that, after the first monthly deficit in July last year, the rest of the year saw successive monthly deficits with the amounts of deficit almost doubling, roaring from 20 million U.S.A. dollars in July to 722 million US dollars in December, reducing the 1997 annual accumulative trade surplus amount to a trivial number."	US -> U.S.A.	FALSE	TRUE	"[[[15, 15], [43, 43]], [[16, 17], [22, 23], [54, 54]]]"	"[['July', 'July'], ['last year', 'the year', '1997']]"	"[[[15, 17], [43, 43]], [[16, 17], [54, 54]]]"	"[['July last year', 'July'], ['last year', '1997']]"	"[[[15, 17], [43, 43]], [[16, 17], [54, 54]]]"	"[['July last year', 'July'], ['last year', '1997']]"	100	100	"{9, 12, 13, 6}"	"{9, 12, 13, 6}"	TRUE	TRUE	TRUE
bn/nbc/00/nbc_0039	125	4	"Tonight, some of those families made it clear their battle is not over to get to the truth and however difficult, punish the real authors of this crime."	"Tonight, some of those families made it clear their battle is not over to induce to the truth and however difficult, punish the real authors of this crime."	get -> induce	TRUE	TRUE	"[[[2, 5], [9, 9]]]"	"[['some of those families', 'their']]"	"[[[2, 5], [9, 9]]]"	"[['some of those families', 'their']]"	"[[[2, 5], [9, 9]]]"	"[['some of those families', 'their']]"	100	100	"{9, 4}"	"{9, 4}"	TRUE	TRUE	FALSE
nw/xinhua/02/chtb_0289	139	24	"The announcement clearly pointed out that goods violating intellectual property rights, including exclusive rights of trademarks, copyrights and patent rights, were not allowed to be imported or exported, when Customs discovers the import and export of goods that are reported as violating rights and other goods that were suspected of violating intellectual property rights, it has the right to ask the people importing and exporting the goods to provide legal proof of use of related intellectual property rights and make additional reports to Customs about the state of the intellectual property rights of goods."	"The announcement clearly pointed out that goods violating intellectual property rights, including exclusive rights of trademarks, copyrights and patent rights, were not prevent to be imported or exported; when Customs discovers the import and export of goods that are reported as violating rights and other goods that were suspected of violating intellectual property rights, it has the right to ask the people importing and exporting the goods to provide legal proof of use of related intellectual property rights and make additional reports to Customs about the state of the intellectual property rights of goods."	allowed -> prevent	TRUE	TRUE	"[[[33, 33], [59, 59], [88, 88]], [[40, 57], [70, 71]]]"	"[['Customs', 'it', 'Customs'], ['goods that are reported as violating rights and other goods that were suspected of violating intellectual property rights', 'the goods']]"	"[[[33, 33], [59, 59], [88, 88]], [[40, 57], [70, 71]]]"	"[['Customs', 'it', 'Customs'], ['goods that are reported as violating rights and other goods that were suspected of violating intellectual property rights', 'the goods']]"	"[[[33, 33], [59, 59], [88, 88]], [[40, 57], [70, 71]]]"	"[['Customs', 'it', 'Customs'], ['goods that are reported as violating rights and other goods that were suspected of violating intellectual property rights', 'the goods']]"	100	100	"{17, 18, 19, 4, 6, 8}"	"{17, 18, 19, 4, 6, 8}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1049	4	46	"Lovers of Tanshui, while keeping close watch over her, are fearful that the giant beast of development may eventually come and bulldoze Tanshui away one piece of land at a time."	"Lovers of Tanshui, while keeping close watch over her, are fearful that the giant beast of development may eventually come and bulldoze Tanshui away one slice of land at a time."	piece -> slice	FALSE	TRUE	"[[[9, 9], [2, 2], [24, 24]]]"	"[['her', 'Tanshui', 'Tanshui']]"	"[[[2, 2], [9, 9], [14, 18], [24, 24]]]"	"[['Tanshui', 'her', 'the giant beast of development', 'Tanshui']]"	"[[[2, 2], [9, 9], [14, 18], [24, 24]]]"	"[['Tanshui', 'her', 'the giant beast of development', 'Tanshui']]"	100	100	"{6, 8, 10}"	"{6, 8, 10}"	TRUE	TRUE	TRUE
mz/sinorama/10/ectb_1029	56	54	"IBMS associate research fellow Konan Peck agrees that in the foreseeable future, diagnostic chips will enable everyone to learn their current state of health and know what diseases they may develop in the future."	"IBMS associate research fellow Konan Peck agrees that in the foreseeable future, diagnostic chips will enable everyone to learn their current state of health and know what diseases they may develop in the futurity."	future -> futurity	TRUE	TRUE	"[[[29, 29], [20, 20], [17, 17]]]"	"[['they', 'their', 'everyone']]"	"[[[17, 17], [20, 20], [29, 29]]]"	"[['everyone', 'their', 'they']]"	"[[[17, 17], [20, 20], [29, 29]]]"	"[['everyone', 'their', 'they']]"	100	100	"{8, 13, 15}"	"{8, 13, 15}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1009	115	23	"Whether its arrival was by accident or design, a new age for Taiwanese firms in Dongguan is here."	"Whether its arrival was by accident or design, a new eld for Taiwanese firms in Dongguan is here."	age -> eld	FALSE	FALSE	"[[[1, 1], [9, 16]]]"	"[['its', 'a new age for Taiwanese firms in Dongguan']]"	[]	[]	"[[[1, 1], [9, 16]]]"	"[['its', 'a new eld for Taiwanese firms in Dongguan']]"	0	0	set()	{5}	FALSE	TRUE	TRUE
bn/cnn/02/cnn_0219	83	8	No one knows what will happen as the pups grow older and are able to open their eyes.	No one knows what will find as the pups grow older and are able to open their eyes.	happen -> find	TRUE	TRUE	"[[[16, 16], [7, 8]]]"	"[['their', 'the pups']]"	"[[[7, 8], [16, 16]]]"	"[['the pups', 'their']]"	"[[[7, 8], [16, 16]]]"	"[['the pups', 'their']]"	100	100	"{16, 10}"	"{16, 10}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2330	183	7	"Barring a cold snap or other crop problems in the growing areas, downward pressure on prices is likely to continue into January, when harvesting and processing of oranges in Florida reach their peak, the analyst said."	"Barring a cold gingersnap or other crop problems in the growing areas, downward pressure on prices is likely to continue into January, when harvesting and processing of oranges in Florida reach their peak, the analyst said."	snap -> gingersnap	TRUE	TRUE	"[[[25, 31], [33, 33]]]"	"[['harvesting and processing of oranges in Florida', 'their']]"	"[[[25, 31], [33, 33]]]"	"[['harvesting and processing of oranges in Florida', 'their']]"	"[[[25, 31], [33, 33]]]"	"[['harvesting and processing of oranges in Florida', 'their']]"	100	100	{7}	{7}	TRUE	TRUE	FALSE
bn/pri/00/pri_0029	11	14	"They have both invested enormous amounts in it, and both regimes would be more vulnerable if the peace process were to fail, because detractors and opponents within each country would have ammunition by which to fire at them."	"They have both invested enormous amounts in it, and both regimes would be more vulnerable if the peace process were to neglect, because detractors and opponents within each country would have ammunition by which to fire at them."	fail -> neglect	FALSE	TRUE	"[[[0, 0], [10, 11], [39, 39]], [[17, 19], [7, 7]]]"	"[['They', 'both regimes', 'them'], ['the peace process', 'it']]"	"[[[25, 30], [39, 39]]]"	"[['detractors and opponents within each country', 'them']]"	"[[[25, 30], [39, 39]]]"	"[['detractors and opponents within each country', 'them']]"	100	100	"{16, 9}"	"{16, 9}"	TRUE	TRUE	TRUE
bn/pri/00/pri_0029	101	41	"He has invested an awful amount in the peace with Israel, and really he can not afford to let it fail."	"He has invested an awful amount in the peace with Israel, and really he cannot afford to let it succeed."	fail -> succeed	TRUE	TRUE	"[[[20, 20], [7, 10]], [[0, 0], [14, 14]]]"	"[['it', 'the peace with Israel'], ['He', 'he']]"	"[[[0, 0], [14, 14]], [[7, 10], [20, 20]]]"	"[['He', 'he'], ['the peace with Israel', 'it']]"	"[[[0, 0], [14, 14]], [[7, 10], [20, 20]]]"	"[['He', 'he'], ['the peace with Israel', 'it']]"	100	100	"{8, 10, 4, 6}"	"{8, 10, 4, 6}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1069	47	33	"Then spend more time with them, and encourage them to get more exercise and take care of themselves."	"Then spend more time with them, and encourage them to get more exercise and bring care of themselves."	take -> bring	TRUE	TRUE	"[[[9, 9], [5, 5], [18, 18]]]"	"[['them', 'them', 'themselves']]"	"[[[5, 5], [9, 9], [18, 18]]]"	"[['them', 'them', 'themselves']]"	"[[[5, 5], [9, 9], [18, 18]]]"	"[['them', 'them', 'themselves']]"	100	100	"{11, 6}"	"{11, 6}"	TRUE	TRUE	FALSE
bn/voa/01/voa_0179	24	13	"One large utility company, Southern California Edison says it may have to file for bankruptcy unless government officials can offer some relief."	"One large utility company, Southern California Edison says it may have to file for bankruptcy unless government officials can tender some relief."	offer -> tender	TRUE	TRUE	"[[[0, 7], [9, 9]]]"	"[['One large utility company , Southern California Edison', 'it']]"	"[[[0, 7], [9, 9]]]"	"[['One large utility company, Southern California Edison', 'it']]"	"[[[0, 7], [9, 9]]]"	"[['One large utility company, Southern California Edison', 'it']]"	100	100	"{4, 6}"	"{4, 6}"	TRUE	TRUE	FALSE
bn/nbc/00/nbc_0019	72	16	Republican leaders for their part said reopening the tax debate is not now realistic and the tax cut bill is probably tombed.	Republican leaders for their part said reopening the tax debate is not now realistic and the taxation cut bill is probably tombed.	tax -> taxation	TRUE	TRUE	"[[[0, 1], [3, 3]]]"	"[['Republican leaders', 'their']]"	"[[[0, 1], [3, 3]]]"	"[['Republican leaders', 'their']]"	"[[[0, 1], [3, 3]]]"	"[['Republican leaders', 'their']]"	100	100	"{5, 6}"	"{5, 6}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1009	65	34	"At the first opportunity, however, they leave to set up shop for themselves."	"At the first opportunity, however, they leave to set up workshop for themselves."	shop -> workshop	TRUE	TRUE	"[[[14, 14], [7, 7]]]"	"[['themselves', 'they']]"	"[[[7, 7], [14, 14]]]"	"[['they', 'themselves']]"	"[[[7, 7], [14, 14]]]"	"[['they', 'themselves']]"	100	100	"{9, 3}"	"{9, 3}"	TRUE	TRUE	FALSE
nw/xinhua/02/chtb_0279	145	57	"Qichen Qian told the French guest that France is the first big western country to establish diplomatic relations with China, and that over the past 30 years since the establishment of diplomatic relations between China and France, the development of bilateral relations has been satisfactory overall despite some complications."	"Qichen Qian told the French guest that France is the first big western country to establish diplomatic relations with China, and that over the past 30 years since the establishment of diplomatic relations between China and France, the exploitation of bilateral relations has been satisfactory overall despite some complications."	development -> exploitation	TRUE	TRUE	"[[[37, 37], [7, 7]], [[19, 19], [35, 35]]]"	"[['France', 'France'], ['China', 'China']]"	"[[[7, 7], [37, 37]], [[19, 19], [35, 35]]]"	"[['France', 'France'], ['China', 'China']]"	"[[[7, 7], [37, 37]], [[19, 19], [35, 35]]]"	"[['France', 'France'], ['China', 'China']]"	100	100	"{7, 13, 14}"	"{7, 13, 14}"	TRUE	TRUE	FALSE
bn/voa/00/voa_0009	116	12	"This is another thing that the Indians were glad to hear him say, and he also said that both India and Russia suffer from the same sort of terrorism, as he put it, referring of course to the separatist militancies in Chechnya and Russia and in Jammu and Kashmir."	"This is another thing that the Indians were glad to hear him read, and he also said that both India and Russia suffer from the same sort of terrorism, as he put it, referring of course to the separatist militancies in Chechnya and Russia and in Jammu and Kashmir."	say -> read	FALSE	TRUE	"[[[22, 22], [46, 46]], [[20, 20], [5, 6]], [[11, 11], [32, 32], [15, 15]]]"	"[['Russia', 'Russia'], ['India', 'the Indians'], ['him', 'he', 'he']]"	"[[[11, 11], [15, 15], [32, 32]], [[22, 22], [46, 46]]]"	"[['him', 'he', 'he'], ['Russia', 'Russia']]"	"[[[11, 11], [15, 15], [32, 32]], [[22, 22], [46, 46]]]"	"[['him', 'he', 'he'], ['Russia', 'Russia']]"	100	100	"{4, 6, 7, 8, 10, 12, 14, 16, 17}"	"{4, 6, 7, 8, 10, 12, 14, 16, 17}"	TRUE	TRUE	TRUE
mz/sinorama/10/ectb_1049	62	10	"In 1997 the Tanshui Line of the mass rapid transit system opened, bringing floods of visitors to the town."	"In 1997 the Tanshui Line of the mass rapid transit organisation opened, bringing floods of visitors to the town."	system -> organisation	FALSE	FALSE	"[[[3, 3], [18, 19]]]"	"[['Tanshui', 'the town']]"	[]	[]	[]	[]	0	0	set()	set()	TRUE	TRUE	TRUE
nw/wsj/23/wsj_2377	122	55	"Thus, in a civil case, a defendant may be called as a witness, he may be forced to testify or take the Fifth, and his taking of the Fifth may permit the drawing of an adverse inference against him in the civil matter."	"Thus, in a civil case, a defendant may be called as a witness, he may be forced to testify or take the Fifth, and his taking of the Fifth may prevent the drawing of an adverse inference against him in the civil matter."	permit -> prevent	FALSE	TRUE	"[[[7, 8], [16, 16], [28, 28], [42, 42]], [[24, 25], [31, 32]], [[28, 32], [23, 23]]]"	"[['a defendant', 'he', 'his', 'him'], ['the Fifth', 'the Fifth'], ['his taking of the Fifth', 'take']]"	"[[[7, 8], [16, 16], [28, 28], [42, 42]], [[24, 25], [31, 32]]]"	"[['a defendant', 'he', 'his', 'him'], ['the Fifth', 'the Fifth']]"	"[[[7, 8], [16, 16], [28, 28], [42, 42]], [[24, 25], [31, 32]]]"	"[['a defendant', 'he', 'his', 'him'], ['the Fifth', 'the Fifth']]"	100	100	"{4, 5, 6, 7, 10}"	"{4, 5, 6, 7, 10}"	TRUE	TRUE	TRUE
nw/xinhua/00/chtb_0089	49	12	"Enterprises whose system is changed in this form can enjoy preferential policies, such as income taxes being returned when they exceed the base, temporarily not levying business tax on fixed assets, etc."	"Enterprises whose system is changed in this var. can enjoy preferential policies, such as income taxes being returned when they exceed the base, temporarily not levying business tax on fixed assets, etc."	form -> var.	TRUE	FALSE	"[[[15, 16], [20, 20]]]"	"[['income taxes', 'they']]"	"[[[15, 16], [20, 20]]]"	"[['income taxes', 'they']]"	"[[[16, 17], [21, 21]]]"	"[['income taxes', 'they']]"	0	0	"{8, 12}"	"{8, 12}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1069	103	25	"Their candles are burning at both ends, because they are trying to live up to two old role models rather than establishing a new one for themselves."	"Their candles are burning at both ends, because they are trying to live up to two old character models rather than establishing a new one for themselves."	role -> character	TRUE	TRUE	"[[[27, 27], [9, 9], [0, 0]]]"	"[['themselves', 'they', 'Their']]"	"[[[0, 0], [9, 9], [27, 27]]]"	"[['Their', 'they', 'themselves']]"	"[[[0, 0], [9, 9], [27, 27]]]"	"[['Their', 'they', 'themselves']]"	100	100	"{3, 12, 7}"	"{3, 12, 7}"	TRUE	TRUE	FALSE
bn/cnn/03/cnn_0329	147	21	"David Williams, one of the POWs whose face we got to know in the coverage that we saw coming from Iraq."	"David Williams, one of the POWs whose face we got to ignore in the coverage that we saw coming from Iraq."	know -> ignore	TRUE	FALSE	"[[[17, 17], [9, 9]]]"	"[['we', 'we']]"	"[[[9, 9], [17, 17]]]"	"[['we', 'we']]"	[]	[]	0	0	"{8, 16}"	set()	FALSE	TRUE	TRUE
mz/sinorama/10/ectb_1019	133	8	"When I was a young reporter stationed in Europe, there was a British woman reporter who liked me very much."	"When I was a young newsperson stationed in Europe, there was a British woman reporter who liked me very much."	reporter -> newsperson	TRUE	TRUE	"[[[18, 18], [1, 1]]]"	"[['me', 'I']]"	"[[[1, 1], [18, 18]]]"	"[['I', 'me']]"	"[[[1, 1], [18, 18]]]"	"[['I', 'me']]"	100	100	"{8, 5}"	"{8, 5}"	TRUE	TRUE	FALSE
bn/pri/00/pri_0049	78	15	"When American saxophonist David Murray recorded his acclaimed afrocentric jazz album, Fo Juke Review in Dakar, he recruited Amidu Berry and DJ Awadi from PBS to show what an edge West African music can really have."	"When American saxophonist David Murray recorded his acclaimed afrocentric jazz album, Fo Juke Review in Dakar, he recruited Amidu Berry and DJ Awadi from PBS to present what an edge West African music can really have."	show -> present	TRUE	TRUE	"[[[6, 6], [18, 18], [1, 4]]]"	"[['his', 'he', 'American saxophonist David Murray']]"	"[[[1, 4], [6, 6], [18, 18]]]"	"[['American saxophonist David Murray', 'his', 'he']]"	"[[[1, 4], [6, 6], [18, 18]]]"	"[['American saxophonist David Murray', 'his', 'he']]"	100	100	"{3, 4, 6}"	"{3, 4, 6}"	TRUE	TRUE	FALSE
bn/voa/00/voa_0009	116	3	"This is another thing that the Indians were glad to hear him say, and he also said that both India and Russia suffer from the same sort of terrorism, as he put it, referring of course to the separatist militancies in Chechnya and Russia and in Jammu and Kashmir."	"This is another thing that the Indians were happy to hear him say, and he also said that both India and Russia suffer from the same sort of terrorism, as he put it, referring of course to the separatist militancies in Chechnya and Russia and in Jammu and Kashmir."	glad -> happy	FALSE	TRUE	"[[[22, 22], [46, 46]], [[20, 20], [5, 6]], [[11, 11], [32, 32], [15, 15]]]"	"[['Russia', 'Russia'], ['India', 'the Indians'], ['him', 'he', 'he']]"	"[[[11, 11], [15, 15], [32, 32]], [[22, 22], [46, 46]]]"	"[['him', 'he', 'he'], ['Russia', 'Russia']]"	"[[[11, 11], [15, 15], [32, 32]], [[22, 22], [46, 46]]]"	"[['him', 'he', 'he'], ['Russia', 'Russia']]"	100	100	"{4, 6, 7, 8, 10, 12, 14, 16, 17}"	"{4, 6, 7, 8, 10, 12, 14, 16, 17}"	TRUE	TRUE	TRUE
bn/cnn/04/cnn_0429	54	46	"It is no secret that the significant differences between our two countries earlier this year on how best to handle Iraq, but we are now able to look forward together firmly in agreement on the route we have decided in the United Nations, although, the tragic loss of British lives today reminds us all of the difficulties to be faced."	"It is no secret that the significant differences between our two countries earlier this year on how best to handle Iraq, but we are now able to look forward together firmly in disagreement on the route we have decided in the United Nations, although, the tragic loss of British lives today reminds us all of the difficulties to be faced."	agreement -> disagreement	FALSE	TRUE	"[[[9, 11], [23, 23], [37, 37]]]"	"[['our two countries', 'we', 'we']]"	"[[[23, 23], [37, 37], [55, 55]]]"	"[['we', 'we', 'us']]"	"[[[23, 23], [37, 37], [55, 55]]]"	"[['we', 'we', 'us']]"	100	100	"{4, 8, 13}"	"{4, 8, 13}"	TRUE	TRUE	TRUE
mz/sinorama/10/ectb_1019	17	30	Many friends have told me I look better the older I get.	Many friends have told me I look better the older I bring.	get -> bring	TRUE	TRUE	"[[[10, 10], [5, 5], [4, 4]]]"	"[['I', 'I', 'me']]"	"[[[4, 4], [5, 5], [10, 10]]]"	"[['me', 'I', 'I']]"	"[[[4, 4], [5, 5], [10, 10]]]"	"[['me', 'I', 'I']]"	100	100	"{5, 7, 11}"	"{5, 7, 11}"	TRUE	TRUE	FALSE
nw/xinhua/02/chtb_0289	76	11	"Owners of intellectual property rights, when requesting Customs to investigate and deal with goods that violate rights, should bear responsibility for reporting, assist Customs to develop investigation work and pay the appraisal and investigation of the related goods and other related expenses."	"Owners of intellectual property rights, when requesting Customs to investigate and cover with goods that violate rights, should bear responsibility for reporting, assist Customs to develop investigation work and pay the appraisal and investigation of the related goods and other related expenses."	deal -> cover	TRUE	TRUE	"[[[8, 8], [26, 26]]]"	"[['Customs', 'Customs']]"	"[[[8, 8], [26, 26]]]"	"[['Customs', 'Customs']]"	"[[[8, 8], [26, 26]]]"	"[['Customs', 'Customs']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2362	89	18	"Just last week they announced they may make a joint bid to buy Ferranti International Signal PLC, a smaller British defense contractor rocked by alleged accounting fraud at a U.S. unit."	"Just last week they announced they may clear a joint bid to buy Ferranti International Signal PLC, a smaller British defense contractor rocked by alleged accounting fraud at a U.S. unit."	make -> clear	TRUE	TRUE	"[[[3, 3], [5, 5]]]"	"[['they', 'they']]"	"[[[3, 3], [5, 5]]]"	"[['they', 'they']]"	"[[[3, 3], [5, 5]]]"	"[['they', 'they']]"	100	100	"{3, 6}"	"{3, 6}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1049	156	26	"However, during the Japanese occupation, as a result of silting, and because the Japanese invested a huge effort in developing the port at Keelung, Tanshui faded in importance, never again to see the likes of its glory days."	"However, during the Japanese occupation, as a result of silting, and because the Japanese invested a huge drive in developing the port at Keelung, Tanshui faded in importance, never again to see the likes of its glory days."	effort -> drive	TRUE	TRUE	"[[[40, 40], [28, 28]]]"	"[['its', 'Tanshui']]"	"[[[28, 28], [40, 40]]]"	"[['Tanshui', 'its']]"	"[[[28, 28], [40, 40]]]"	"[['Tanshui', 'its']]"	100	100	"{9, 3}"	"{9, 3}"	TRUE	TRUE	FALSE
bn/nbc/00/nbc_0039	125	16	"Tonight, some of those families made it clear their battle is not over to get to the truth and however difficult, punish the real authors of this crime."	"Tonight, some of those families made it clear their battle is not over to get to the accuracy and however difficult, punish the real authors of this crime."	truth -> accuracy	TRUE	TRUE	"[[[2, 5], [9, 9]]]"	"[['some of those families', 'their']]"	"[[[2, 5], [9, 9]]]"	"[['some of those families', 'their']]"	"[[[2, 5], [9, 9]]]"	"[['some of those families', 'their']]"	100	100	"{9, 4}"	"{9, 4}"	TRUE	TRUE	FALSE
nw/xinhua/01/chtb_0179	117	14	"Ashitaer, the UN representative of Yemen strongly condemned this incident and asked the United Nations Security Council to be responsible for the passed resolution No. 678 which permits military actions against Iraq."	"Ashitaer, the UN representative of Yemen strongly condemned this incident and asked the United Nations Security Council to be responsible for the passed resoluteness No. 678 which permits military actions against Iraq."	resolution -> resoluteness	FALSE	FALSE	"[[[3, 3], [14, 15]]]"	"[['UN', 'United Nations']]"	[]	[]	"[[[3, 3], [14, 15]]]"	"[['UN', 'United Nations']]"	0	0	set()	{5}	FALSE	TRUE	TRUE
bn/pri/00/pri_0009	20	8	The congressman was known as a fervent liberal and supporter of the arts and he was noted for his success in getting congress to finance for national endowment for the art.	The congressman was known as a fervid liberal and supporter of the arts and he was noted for his success in getting congress to finance for national endowment for the art.	fervent -> fervid	TRUE	TRUE	"[[[18, 18], [0, 1], [14, 14]]]"	"[['his', 'The congressman', 'he']]"	"[[[0, 1], [14, 14], [18, 18]]]"	"[['The congressman', 'he', 'his']]"	"[[[0, 1], [14, 14], [18, 18]]]"	"[['The congressman', 'he', 'his']]"	100	100	"{10, 4, 7, 15}"	"{10, 4, 7, 15}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2331	100	2	"Executives at Backer Spielvogel client Avis Inc., as well as at Saatchi client Philips Lighting Co., also said they saw no effect."	"Executives at Backer Spielvogel client Avis Inc., as well as at Saatchi client Philips Lighting Co., also said they saw no burden."	effect -> burden	FALSE	TRUE	"[[[0, 17], [20, 20]]]"	"[['Executives at Backer Spielvogel client Avis Inc. , as well as at Saatchi client Philips Lighting Co. ,', 'they']]"	"[[[0, 16], [20, 20]]]"	"[['Executives at Backer Spielvogel client Avis Inc., as well as at Saatchi client Philips Lighting Co.', 'they']]"	"[[[0, 16], [20, 20]]]"	"[['Executives at Backer Spielvogel client Avis Inc., as well as at Saatchi client Philips Lighting Co.', 'they']]"	100	100	"{4, 6}"	"{4, 6}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2362	89	21	"Just last week they announced they may make a joint bid to buy Ferranti International Signal PLC, a smaller British defense contractor rocked by alleged accounting fraud at a U.S. unit."	"Just last week they announced they may cause a joint bid to buy Ferranti International Signal PLC, a smaller British defense contractor rocked by alleged accounting fraud at a U.S. unit."	make -> cause	TRUE	TRUE	"[[[3, 3], [5, 5]]]"	"[['they', 'they']]"	"[[[3, 3], [5, 5]]]"	"[['they', 'they']]"	"[[[3, 3], [5, 5]]]"	"[['they', 'they']]"	100	100	"{3, 6}"	"{3, 6}"	TRUE	TRUE	FALSE
nw/wsj/23/wsj_2366	188	0	More people are remaining independent longer presumably because they are better off physically and financially.	More people are remaining main longer presumably because they are better off physically and financially.	independent -> main	TRUE	TRUE	"[[[0, 1], [8, 8]]]"	"[['More people', 'they']]"	"[[[0, 1], [8, 8]]]"	"[['More people', 'they']]"	"[[[0, 1], [8, 8]]]"	"[['More people', 'they']]"	100	100	"{3, 7}"	"{3, 7}"	TRUE	TRUE	FALSE
bn/cnn/02/cnn_0249	158	18	"Apparently, he was on his way to greet reporters at the time outside the main government office there in Belgrade."	"Apparently, he was on his way to greet reporters at the metre outside the main government office there in Belgrade."	time -> metre	TRUE	TRUE	"[[[2, 2], [5, 5]]]"	"[['he', 'his']]"	"[[[2, 2], [5, 5]]]"	"[['he', 'his']]"	"[[[2, 2], [5, 5]]]"	"[['he', 'his']]"	100	100	"{3, 5, 10, 11, 12}"	"{3, 5, 10, 11, 12}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1049	0	15	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful fun or romance."	"Students, who have enough money to keep several streets of shops going, carelessly wheel their motorcycles through the narrow streets, their minds elsewhere, thinking of youthful fun or romanticism."	romance -> romanticism	FALSE	TRUE	"[[[23, 23], [16, 16], [0, 11]]]"	"[['their', 'their', 'Students , who have enough money to keep several streets of shops']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	"[[[0, 12], [16, 16], [23, 23]]]"	"[['Students, who have enough money to keep several streets of shops going', 'their', 'their']]"	100	100	"{17, 3, 4}"	"{17, 3, 4}"	TRUE	TRUE	TRUE
bn/cnn/00/cnn_0049	75	10	"As Greg Lefevre reports, many stores have sold out of the game even before its release."	"As Greg Lefevre reports, many stores have sold out of the game even before its sack."	release -> sack	TRUE	TRUE	"[[[11, 12], [15, 15]]]"	"[['the game', 'its']]"	"[[[11, 12], [15, 15]]]"	"[['the game', 'its']]"	"[[[11, 12], [15, 15]]]"	"[['the game', 'its']]"	100	100	"{6, 7}"	"{6, 7}"	TRUE	TRUE	FALSE
nw/xinhua/00/chtb_0089	49	23	"Enterprises whose system is changed in this form can enjoy preferential policies, such as income taxes being returned when they exceed the base, temporarily not levying business tax on fixed assets, etc."	"Enterprises whose system is changed in this form can relish preferential policies, such as income taxes being returned when they exceed the base, temporarily not levying business tax on fixed assets, etc."	enjoy -> relish	TRUE	TRUE	"[[[15, 16], [20, 20]]]"	"[['income taxes', 'they']]"	"[[[15, 16], [20, 20]]]"	"[['income taxes', 'they']]"	"[[[15, 16], [20, 20]]]"	"[['income taxes', 'they']]"	100	100	"{8, 12}"	"{8, 12}"	TRUE	TRUE	FALSE
mz/sinorama/10/ectb_1069	47	5	"Then spend more time with them, and encourage them to get more exercise and take care of themselves."	"Then spend more metre with them, and encourage them to get more exercise and take care of themselves."	time -> metre	TRUE	TRUE	"[[[9, 9], [5, 5], [18, 18]]]"	"[['them', 'them', 'themselves']]"	"[[[5, 5], [9, 9], [18, 18]]]"	"[['them', 'them', 'themselves']]"	"[[[5, 5], [9, 9], [18, 18]]]"	"[['them', 'them', 'themselves']]"	100	100	"{11, 6}"	"{11, 6}"	TRUE	TRUE	FALSE
bn/voa/00/voa_0099	153	4	"President Clinton arrived in Brunei Tuesday, getting a red carpet welcome from officials of the tiny Islamic sultanate."	"President Clinton arrived in Brunei Tuesday, getting a reddish carpet welcome from officials of the tiny Islamic sultanate."	red -> reddish	TRUE	TRUE	"[[[15, 18], [4, 4]]]"	"[['the tiny Islamic sultanate', 'Brunei']]"	"[[[4, 4], [15, 18]]]"	"[['Brunei', 'the tiny Islamic sultanate']]"	"[[[4, 4], [15, 18]]]"	"[['Brunei', 'the tiny Islamic sultanate']]"	100	100	"{9, 5}"	"{9, 5}"	TRUE	TRUE	FALSE
